"Country Name","Country Code","Indicator Name","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Lithuania","LTU","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9278402801.57878,10138279047.9986,10495859621.9919,11230719155.0437,11991670065.7639,13154225027.9668,16040367647.4566,20291492624.9083,25130410981.7617,28786512527.7057,34245356102.3774,40543688819.3421,39412339363.7801,38943472383.8843,40322490383.0204,42141478823.5654,45363126790.4767,47118071174.8952,44113300214.3515,42716149555.9502,43229711459.9897,48952802284.8671,53339498174.5715,55071110209.7008,61194085771.2528,67595244461.9522,NA
"Luxembourg","LUX","GNI, Atlas method (current US$)",NA,NA,522574817.1801,545997066.283688,612317917.15682,636988288.559961,673981154.294018,693331879.016289,753656391.653799,864924663.746531,1091596903.73826,1179331800.48095,1404364248.88794,1823147689.21576,2432491585.87046,2831741110.89068,3053976610.36265,3261767394.82977,3835480347.0774,4670803857.78363,5605160990.47634,5625239067.07059,5426670350.37538,4903703553.98852,4753862789.09266,4787255845.85291,5717692581.17575,7407807725.72949,9661794954.40359,10763287700.9851,11961962623.5993,13610233312.7168,15291838206.2725,15918631617.6356,16654649651.1262,18699804314.829,20112845156.895,20703196251.263,19684483998.4565,20027084707.3314,19935821208.0008,19870608653.1123,18969331997.3818,20798276249.5459,28714614336.311,34038648792.8249,33732930764.6182,41149038268.1272,42022928044.4626,35168243372.5662,39360108102.2278,41055751222.8084,46699278901.5387,46271724216.1672,48264011140.5581,41884059862.1155,42910077269.6517,45202229278.0559,48498828817.7667,49091342438.6069,51050518623.2071,56073557812.8873,58258437944.3013,NA
"Latvia","LVA","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6613339856.04203,6910504980.15913,7142033787.01843,7863357762.85207,8417097768.54507,9091775431.40541,10694646283.4028,13193792964.1926,16538722317.6836,19817208250.4378,24703134703.6091,29446975679.1496,30237452320.0536,26542028596.0406,26237874101.0693,28075401698.9896,29877935222.9519,30580834246.766,29871535987.0373,28996892276.6028,28872597409.5458,31910564967.4166,33642397233.8769,34026011455.3684,37512801792.9952,41058367014.1682,NA
"Macao SAR, China","MAC","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296919311.41781,1304176041.71415,1544258566.38072,2007582000.05417,2402007092.37283,2689129274.07517,3086157534.58159,3533383063.19506,4555914657.8966,5297270794.89899,6056678877.02801,6721373397.74743,6881433764.12208,6955458489.503,6429234425.42424,6124940416.6255,6295996809.38261,6902202102.52903,7309695661.74974,8210805266.15628,10480101343.1986,11565787532.0231,12933547694.3366,17227377102.56,17406906638.5511,19001127967.1224,24360368901.6329,30016114199.4291,34285818013.5962,40132904594.1762,42579204346.1041,37383948927.9714,39045197881.8558,43495895760.8433,48064985262.9218,48329176810.6456,30041881759.5772,31822778321.5957,30364111481.6912,NA
"St. Martin (French part)","MAF","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco","MAR","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,3454369559.70891,3739430280.66548,4016390434.16758,4396670209.36288,4906479492.78288,5998711178.93382,7739699555.27746,9567879675.22148,10539380374.3911,11249613318.3056,12407005651.5019,15323954075.7169,19655805956.6868,19829314754.4,19932298815.8047,17010435146.5333,16124312659.8849,15478985197.6591,17867033665.0531,20347483335.2694,25995380250.5121,27207619472.4441,28940332186.3237,31557832709.2815,33025766866.0628,32386607413.7979,36103866054.7194,35479251079.3232,41823898740.2189,40888602703.5374,42942978320.7768,43785469636.593,45238765198.2669,45923769235.2747,45666838821.1871,52122728427.426,62319475005.2071,70721426963.3458,77567585546.0217,82935718786.721,94934000510.6364,102164390464.177,104724508915.931,108664580345.503,109312276469.838,114743252044.027,115380409416.97,115776621139.217,111739871285.811,113774920539.837,123094731450.144,128811110536.036,121240535368.805,136140199773.443,139595102047.396,NA
"Monaco","MCO","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova","MDA","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1847404780.98782,1695661915.42487,1492937778.24734,1421447255.27768,1462434749.08016,1709523909.46306,2059597732.95891,2630406312.06607,3233490752.81345,3682543306.16176,4131589700.87167,5360835664.39423,5596703562.77456,6800055297.16455,7804616227.75125,8968494800.39691,10360127535.7362,10658052137.0707,9334074328.85059,8907440825.24294,9105400532.70532,10429051159.9555,11975671484.8467,11502121525.7213,13675481610.4688,13965432445.3663,NA
"Madagascar","MDG","GNI, Atlas method (current US$)",NA,NA,707049620.678759,720347992.898825,770646824.587896,797619225.010237,880989588.942516,964308716.343853,1066751410.2701,1108568111.9127,1170460145.23573,1228954584.8201,1309843831.82803,1532536884.42073,1919042913.75523,2330746819.01188,2314957227.63252,2453101739.8403,2579045553.48583,3328430766.83349,4327745469.38149,4540741893.72758,4808575293.34647,4562940722.15764,4251042219.56524,3993996196.31556,4091973256.27381,3892632508.51985,3768866897.29466,3373609097.65722,3573000982.78991,3287467422.79495,3597444957.9588,3739193219.17457,3742033107.7419,3820371368.82622,4110464949.52391,4349303515.20422,4462925216.0956,4317952529.08401,4520834804.68239,4894076064.70397,4622223173.44334,5797339441.50274,6135995041.67102,6222219899.87372,6178297191.12932,7347130307.98713,9051646345.29751,9640306360.81784,9935553260.29863,10403440520.3048,11058407527.4221,11853484553.3428,12212716765.8001,11802421961.0813,11596598308.811,11965832665.9857,13057333187.0305,13964679893.8883,12936140435.5487,14197932377.1479,15158265252.8659,NA
"Maldives","MDV","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465614973.803803,498818810.800666,540744320.697195,579046007.185574,642119785.696932,771889609.411921,1027752020.52845,1173074699.29628,1120423743.70488,1477519119.76835,1484042031.08292,1850234860.00897,1913365566.39452,2166179363.15295,2505900782.52375,2630682543.0269,2820138518.36142,3190230598.4772,3516054031.47518,3874022943.15976,4308122831.45109,4836661271.28094,5244811842.62419,3543183695.32714,4877874877.52728,5696743527.38277,NA
"Mexico","MEX","GNI, Atlas method (current US$)",NA,NA,14659119018.4697,16311307146.2999,18855206802.4087,21111058885.8468,23401113479.2433,26060824906.2455,29675397415.0093,31986204212.7584,35266740084.2927,38690930978.9594,44861163667.2227,55653814190.4562,70206012348.6772,87094137869.5986,94081046422.4381,92828519366.7481,102426654476.219,125305348992.564,173313889551.429,228324994157.181,214277612349.171,173662092790.232,163195445602.775,172567715676.735,160194247884.841,161892527257.679,168884718192.914,194632851149.276,233734070296.402,277301105667.103,327834151824.873,406959780901.98,494248305840.233,463975551464.529,452975426554.969,463838353426.031,509895625419.392,568050979323.188,648091263194.964,711149053157.294,760703335249,800913409296.418,860168262531.092,897991376022.409,980023347700.24,1057225727720.09,1132599335960.06,1033383106351.64,1075982252565.11,1124224673183.3,1226189349259.86,1267698359858.47,1311930001591.26,1280511652282.1,1190381171936.18,1143310436648.27,1191161317365.35,1241621176406.03,1128969502354.88,1257151321518.23,1379146992911.67,NA
"Marshall Islands","MHL","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155071552.339044,135907614.797901,130896255.14005,135223705.06079,142609705.906387,150007481.929861,159982951.975466,162115390.972094,167416549.894537,178342987.660967,188635877.900694,184020124.744167,193241315.471041,187808792.011132,193295453.665546,198183073.45629,200116277.324063,198150307.266217,219791273.261054,226261047.719324,242518604.195016,240217936.722884,246118208.021801,273087924.728425,297007689.11461,281245076.745676,274257990.627223,302098767.133529,NA
"North Macedonia","MKD","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480351857.51057,2892741814.94888,2776717112.35858,3548538990.19072,4353685980.31199,4424516974.63726,4040291279.55482,3858936351.27572,3881869771.92091,3713223459.62165,3738895329.84162,4282221641.28173,5271782877.55011,6155955907.87192,6837557990.08011,7401882149.7017,8941879550.19808,9529431063.97801,9742034490.23579,9960616430.79586,9823431762.19722,10380253213.874,10797422912.479,10616363345.0768,10364776724.0802,10241179885.8411,11422983931.3047,12241172458.6439,11872999822,12968097383.9865,13707446127.31,NA
"Mali","MLI","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,335278090.124976,374498799.234921,397695951.797054,461701314.164868,543835038.295791,610543089.639496,793907963.455823,935382578.371013,1092725111.89339,1180682486.49941,1515826957.98812,1742360214.83078,1769561699.79734,1490095149.57858,1317466542.85726,1249411498.14437,1441713107.64425,1628414594.90507,1916134378.26716,2373287724.89058,2446141305.95279,2435035266.37135,2790670749.8728,2915845808.88837,2939247733.68728,2657009879.39254,2591091080.25951,2654380324.99764,2846540498.48332,2872657978.52989,3091573197.58334,3106499830.76665,3413554120.96416,3394425291.85358,4200678273.80642,4948148804.16074,5882580027.87326,6546672666.10409,7285335380.91873,8571260928.73353,9626291755.25468,10475396166.0889,11388475957.1984,11742715075.9001,12753693661.6675,13712624503.451,13887598306.4404,13954289057.1772,14186516787.1516,15906291517.1083,16927568969.9428,16869985995.4176,17975826242.9065,19215743926.7597,NA
"Malta","MLT","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328387963.727451,379736411.396256,471852851.271395,604296399.974791,649077974.229424,710872047.740616,824133357.023338,1033956537.17777,1354508532.58111,1490118449.18577,1482830404.06418,1302559124.88613,1265452923.36933,1240052578.68034,1369554515.71958,1698863020.32245,2174936656.34985,2425021925.52957,2689949169.69208,2889143704.65231,3204219913.79674,3181213300.35664,3221932290.00895,3668840757.7304,3877576251.51392,3903249369.95124,3879318008.72314,4082406315.38024,4439101862.59855,4313054609.60877,4239016042.20861,4851932752.02933,5657522686.80408,6325345138.54658,6627989442.89462,7151380193.1724,8356042064.38778,8378083323.05337,8858087832.20352,9208010444.73746,9307121222.05406,9953709720.03579,10674303270.8051,11228865393.5395,10671451838.4288,11541186804.121,13382435688.9388,14785157015.4072,13646690883.3072,15954437966.1465,17455003636.4595,NA
"Myanmar","MMR","GNI, Atlas method (current US$)",NA,NA,620514173.090933,682804827.612176,535555626.583211,469586466.70596,358895258.346106,342927202.028993,441611064.037104,570771628.953974,619469772.906924,631643086.695963,667126669.159846,742577089.069809,1015952713.40831,1205814606.86409,1344024287.17146,1149823042.95122,1118037505.07511,1087694397.70707,1193210869.03506,1224896448.98753,1309072543.72174,1338727765.40479,1409152757.71195,1415051234.47852,1489810211.19239,1629676833.46458,1596172213.16041,1801632691.64923,2016089378.99945,2143505230.11668,2438679033.97096,2791294796.31325,3537558274.01147,4649543329.70753,5758110912.29461,5666372864.66261,5866882480.15833,6715194294.03447,8824634770.75823,8571857126.94455,7906214370.27925,8833451179.60095,10867560565.76,13242134078.4999,14499768789.553,17543075306.321,23663227440.259,32236959667.8539,42923189320.8908,51387082739.1479,58350710640.6422,63366925426.027,63934073193.2265,62898308373.8051,63607416300.5611,63623488512.0018,68671866675.45,72904475903.0836,70187638437.4819,65999452651.343,68903630424.9141,NA
"Montenegro","MNE","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198484040.79783,1491370006.85133,1900212333.82252,2249308410.80024,2659190614.20369,3151309980.65229,3989144823.47593,4166344947.9611,4289486237.69377,4501618905.5738,4344797849.77808,4553836495.80828,4551045476.82248,4514370082.40222,4414568758.6882,4611709449.11551,5254800525.21644,5683908037.53317,4908808930.46885,5800493021.931,6466485152.34954,NA
"Mongolia","MNG","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626695814.47792,2475355649.37345,2370751014.26304,2658695291.01128,3083700235.32901,3538026218.35289,3405241046.65659,3133639408.4026,2668014598.09384,1806705839.21072,1159996936.3097,972230433.781713,1064877784.83397,1276918212.57681,1355544187.37504,1226533783.63345,1133862001.52575,1115885938.19266,1168592644.47539,1293142869.66497,1517095332.66362,1894036113.27577,2264259122.86288,2861568995.0643,3646103475.90238,4734285019.50951,4782221498.58845,5437357271.36851,7173895900.07799,10305289418.4059,12492493729.3197,12389164465.1469,11403259105.7216,10678416260.5769,10075849819.1817,11706074335.4202,12413802372.7419,12271274244.9705,12474522178.2556,14468414658.1514,NA
"Northern Mariana Islands","MNP","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mozambique","MOZ","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037080108.90955,2892106986.35763,2914066403.78184,3442362323.87625,4112212890.24435,4793990355.8019,5641645839.39805,5663472002.87751,5865160834.25266,5433283426.69654,6203294386.38058,7279241403.44748,8152761584.78868,8931987054.21456,9894991327.41348,11247964266.0013,12388111483.6834,12278501038.2453,13258323282.036,14909785821.0771,17157607522.7487,18107324965.6423,17453948196.3058,14961495263.1551,13399805177.2129,13548368603.3426,14822615290.4682,14314483195.0796,14433096200.9767,14395613373.747,NA
"Mauritania","MRT","GNI, Atlas method (current US$)",NA,NA,NA,164696717.767971,218199525.026724,261104636.868535,269225051.226463,283282686.771761,311938134.234087,306315774.406923,333472939.198146,332757624.495084,354638255.645215,430533282.336494,614164247.406367,684091904.229283,743275854.914764,781698315.171599,825080729.880318,957787818.71405,1092991508.47915,1145212449.79103,1086794252.84466,1069676629.92279,1047337707.73759,1028825508.08985,1115010192.89629,1252986258.62057,1431427245.83415,1514885740.52711,1483232559.01289,1685914767.21596,1964190037.32159,2124050605.71186,1961539921.13734,2073879897.50273,2296536795.52802,2117920117.31767,2072722010.17918,2092445560.86892,1907497259.09024,1758070531.03853,1813739782.4546,2037395321.72077,2353801946.5513,2834619296.16914,3541729874.91911,3905308950.59433,4540216405.72657,4921241401.54311,5249327622.98254,5751462196.14304,6515882182.6562,7074882384.08915,6866398305.07679,6650495051.9826,6300893336.51086,6541182927.6443,7293811414.91411,7686185961.63551,7928920113.03371,8588248237.14517,9842761862.4293,NA
"Mauritius","MUS","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947202660.897419,1162633431.62929,1197799840.77507,1251409081.95907,1176527380.19708,1067836475.94012,1038548164.93426,1081966510.99701,1282177561.0393,1679755806.44465,2146437465.10069,2336293423.20667,2571452254.79199,2802080453.5041,3237792766.71367,3423410008.84654,3597854815.21539,3899541535.84986,4291106397.47518,4472711504.39431,4385907228.79955,4299817956.69295,4631888506.54342,4753810023.47515,4764892612.55059,5351364153.69003,6315574421.25163,6873293885.49436,7297952882.89082,8015319211.11161,9180524651.93384,9632216360.6387,10314390619.9745,10513944315.4503,11998245252.1339,12697050861.503,13189619379.2194,13149418994.188,12983120584.4241,13352573708.9383,15069149830.2152,15754101039.6307,12932781436.2883,13013708859.5087,13082193937.2642,NA
"Malawi","MWI","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851831058.71285,1799750583.38251,1806076432.68955,1799837269.68613,1798715700.49409,1880893676.47276,2099910104.20583,2219615229.35647,2566803401.68668,3061110035.76319,2910992850.63901,3163214258.44758,2310870483.85135,2379706746.2182,2542799217.66964,3071711155.42764,3158455104.74642,2904151942.10703,2582364845.25121,2426168496.20252,2938350572.55188,3918506615.09664,5445305580.77845,5517057380.03148,5838233522.23242,6493715434.04504,7410933322.6481,8460119750.13079,9569414776.72688,10793217125.2493,10288206804.4817,9492017172.47416,8842541535.8883,8650763173.86726,8632391151.61441,8662550011.86989,9202055369.98143,10420172869.6892,11145612645.3273,12261488860.366,13133376495.9522,NA
"Malaysia","MYS","GNI, Atlas method (current US$)",NA,NA,2056595802.526,2252846548.46507,2484351500.3075,2873110995.13883,3147377563.15468,3316348957.4759,3532839470.79406,3670862729.41015,3950110263.16846,4366665473.2948,5000867308.06506,6634597450.175,8889471320.7032,10409812604.9843,11425534622.5695,12442484165.1457,14834100267.0513,19464113193.6228,24728064887.9505,27234465096.3652,26932191526.2371,26791421581.7998,29695935083.2254,29947922811.4644,29913152827.5169,32359843706.3685,36467447968.1178,39592019649.6147,43233642568.4405,47425538788.0384,54699490002.496,62988101129.9518,71915699702.5581,82974331369.5139,94568098181.0982,99625336977.5424,80495925750.2934,76642413266.9716,80178759406.6371,84094636680.8812,91743300829.8074,102820336730.827,119334486561.907,135484853336.231,153034902213.242,177056189434.898,204637138390.007,210841248578.907,232944957892.404,259323201608.183,295984817180.782,319543452610.839,332696305583.219,323145413451.246,311560168338.919,309436620696.74,335818082225.466,359560938581.857,342787626412.829,360479141372.184,401460796455.362,NA
"Namibia","NAM","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192547264.5442,2080354342.09327,1944168043.85773,1583426195.30565,1658169131.74371,2062349064.33039,2255695434.80775,2569988849.51714,2856187718.29192,3175160110.97924,3493125611.03703,3422796618.73957,3614693469.07298,4009282378.61023,4168102593.67679,4252528744.1787,4107061079.25655,3952983324.87853,4028142861.10216,3817165063.66037,3726276777.71581,4292709883.21937,5524609072.69723,6850055780.79994,7951384349.57389,8485662495.73941,8826551765.52219,8851300290.2701,9532223970.03215,11069935133.4165,12581130542.8997,13278829718.2087,13164130068.4641,12290654229.6034,11165440937.1133,11102307961.8841,12039722551.7347,12897673438.672,11564289584.577,11792559760.7609,12860943803.6052,NA
"New Caledonia","NCL","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,176920510.455203,215141358.726941,262376941.258247,360975144.976829,410426233.210863,474752331.834401,513380965.999517,691201684.885608,848499718.26779,862733008.334259,894564759.480775,959841566.57185,956270149.244877,1117523023.18726,1132426378.79594,1042893472.65846,879902415.590445,830582592.418964,850944600.641956,970770533.164248,1295317493.35631,2171096019.64978,2425868455.72955,2521873010.9248,2665012703.47142,2889489981.82488,2930688335.90158,3092316916.02005,3434034986.79907,3603596670.49741,3586440256.1757,2980555055.76608,2856237720.83999,2817759740.23705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10080812186.7546,9915345448.87519,10105061816.9533,NA,NA
"Niger","NER","GNI, Atlas method (current US$)",NA,NA,539522287.897079,591801896.117425,590993949.841788,654043515.434265,682375936.02689,694819495.188556,697444460.856307,648673948.898924,671218504.282209,724353911.710212,733501243.334188,768021669.463085,1046376301.29984,1192011343.834,1154999969.95448,1278587929.0318,1603842494.15805,2034951703.79718,2438190464.12397,2422217754.38961,2253601639.3432,1881099549.17745,1442811952.93813,1489264808.32391,1745156693.18461,1991062664.16553,2463712501.60173,2501903174.15069,2698457205.21046,2998459630.66777,3627950426.38225,3420685188.18752,2753941047.95573,2507922537.21894,2345535538.37902,2435686323.86504,2656816194.25203,2618159295.01457,2536805745.16615,2612582298.5504,2719856598.9884,3117553889.86461,3722973392.33563,4554154928.08742,5060170252.00309,5594054274.05906,6737679638.90483,7597041499.1508,8509397415.74163,8957171056.65291,9768088870.54115,10628680701.2607,11298670147.8805,11120160857.4444,10962186269.2606,11171380571.9864,12864418488.0611,13891015055.7547,13296851544.2555,14814409554.6607,15143734929.8339,NA
"Nigeria","NGA","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297835762687.766,317527310881.717,342339308224.461,359940129974.103,416376921795.311,471589543790.689,533512166617.375,525527997166.438,463851771592.54,403827850921.289,400473681119.333,429268510757.865,440485380986.392,461013732337.627,471251524972.876,NA
"Nicaragua","NIC","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6683402460.972,1749200349.27777,1287306776.78354,921340061.241478,1037960760.23524,1312463465.24385,2034593563.14317,2859827219.4549,4156977100.26104,4252742900.69267,4338615761.57157,4616891541.16033,4890672932.68847,5001380637.45188,5027661793.96335,5284462286.44513,5817801343.54709,6323641263.2743,6628682095.76603,7184944081.37822,7900393423.35572,7950797868.12577,8528016078.85695,9288098911.6193,10004044300.3662,10561208205.5181,11244732763.1191,11767951192.9497,12333266070.2903,12954196507.7121,12753946612.4462,12503832301.2204,11860830090.1766,13482227061.7992,14504841833.0589,NA
"Netherlands","NLD","GNI, Atlas method (current US$)",NA,NA,14408058404.4509,15619276782.984,17737823954.8964,20879346988.4493,22886496012.604,25230102767.6752,28413648370.3391,32827993929.4769,36867399622.6359,42568422428.4244,50290871658.1204,66754026003.7496,84513214963.8936,102140798169.789,112561807729.016,123435243178.08,142769296994.399,175439901921.054,205450064099.807,195359017999.506,173041177360.176,155695235941.955,151534939168.918,146650817773.899,166840334523.009,211353484318.913,268415130814.465,284030823037.635,297508365594.765,313962940591.682,349761534581.241,359912291088.775,382199686605.678,419102668028.336,454313597126.127,458980119145.901,437143243545.807,445182132644.517,448490459768.405,430726787136.248,426234675235.682,491501494914.895,596355387668.195,684822049202.661,740036657636.7,796476975030.558,849824326998.281,864706648160.126,887701621610.566,895665917357.868,862905717572.516,872102246962.412,870314273952.677,835161748031.954,791581524075.691,792654141143.802,870934123683.999,900776688877.349,875071121259.988,1019894809881.97,1066102934616.05,NA
"Norway","NOR","GNI, Atlas method (current US$)",NA,NA,5841143098.71998,6264518207.12345,6855815078.49558,7635741598.32898,8394441277.54172,9342198978.57852,10032039755.7127,10980494865.0546,12133606954.9582,13969988680.6904,16655694411.763,21068751996.0287,26912235939.4238,33591733009.4045,36833226516.7772,40258385119.5634,45106865633.2237,53382753714.5589,63947300353.9563,67286835529.5136,64806209258.1918,61653293822.7819,62691009274.4456,65220181864.5559,73140176990.5186,87218353589.1175,100895999002.293,106016412256.959,112410406419.055,118564813498.514,131936823192.541,130259053449.647,133796592000.878,142503290888.185,156822428100.555,166994016788.449,160033950820.51,158706201373.002,164362339459.622,172776219675.842,181219751810.343,204650140452.595,249312840831.447,296107130182.278,327663986858.72,370859079871.474,418899430564.596,425575870521.674,434860541703.56,450318997522.979,500599244376.473,532484649632.11,539756727370.907,484804927119.574,428566105288.241,402288424692.858,430121583759.39,440832817023.507,422880117724.867,441691416209.847,515900017249.539,NA
"Nepal","NPL","GNI, Atlas method (current US$)",NA,NA,557304587.426173,550796922.396063,555852297.338101,581373471.227061,726360995.08937,860826499.63914,870242602.284131,863565543.852248,876753101.668296,892949002.046329,1008207079.59257,1091349014.43121,1312477361.37818,1514569848.91134,1625634525.24522,1623677466.29788,1674659161.70702,1878916341.99133,2083351176.89867,2384253270.39138,2436590572.92607,2334248475.38465,2601678412.02382,2723618205.74548,2930452150.52641,3162714015.69177,3677995111.62394,3804740747.91441,3921071442.36405,4077086313.01979,4001925044.39575,3944333989.22086,4108350031.79132,4418932255.41565,4685219618.13423,4901701923.37704,4846976399.01168,5054724162.9663,5409152952.25863,5780042578.13082,5863501889.37651,6396159225.18558,7206823183.40517,8016609157.5295,8846409054.93962,9830014356.52762,11581142548.0847,12953637106.5502,14614765669.5161,17130910774.5771,20688275335.0135,23045814156.4476,23743523745.2623,24128375477.87,24065937851.194,27232902796.2924,31521660723.9607,35197856035.7783,34584610687.2734,36938812352.5863,40939993526.4272,NA
"Nauru","NRU","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101334594.505106,121880483.517004,134327792.884861,126155350.59794,129694042.803644,129639456.827823,155227910.159548,188697042.456634,203215317.059433,225354140.708452,225537215.475177,NA
"New Zealand","NZL","GNI, Atlas method (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20301105691.4094,23878357689.5294,25746527108.5675,24794318491.4182,23592334945.6528,22617579623.1542,22567712603.4859,25518669983.1483,32779673730.2288,41203983527.8126,44772219207.1087,45432471694.8583,42486100555.2746,42559057314.189,44154214287.7906,48522887022.7375,56140697568.6085,62421867624.8951,64910130250.9864,60248484187.5044,57664789625.5986,54292794444.6137,53569631922.0096,55969224874.7684,68410002317.7326,87986686875.6792,105213949932.705,110423589549.319,118903498125.173,121884898860.761,127709631700.778,129079604692.267,141233861914.478,161786230738.209,177462572850.471,188300339495.609,187404922340.066,185976599082.282,187041631513.011,204257070095.995,214671271986.691,211677200057.96,233930470812.972,251516511000.72,NA
